movieId,title,release_year,rating_count,avg_rating,bayesian_score,cluster,cluster_rank,genres
190641,Thunder (1983),1983,1,4.5,3.7856869604755654,3,142,Action
191001,Akihabara@DEEP (2006),2006,1,4.5,3.7856869604755654,3,142,Action|Adventure|Drama
193765,Habitat (1997),1997,1,4.5,3.7856869604755654,3,142,Horror|Sci-Fi
190041,Chronological Order (2010),2010,1,4.5,3.7856869604755654,3,142,Sci-Fi
143137,Sabotage (1996),1996,1,4.5,3.7856869604755654,3,142,Action|Thriller
182465,Genghis Khan Conquers the Moon (2015),2015,1,4.5,3.7856869604755654,3,142,Sci-Fi
197301,The Soul Conductor (2018),2018,1,4.5,3.7856869604755654,3,142,Horror|Thriller
163651,Night of the Wild (2015),2015,1,4.5,3.7856869604755654,3,142,Horror|Thriller
165689,Head Trauma (2006),2006,1,4.5,3.7856869604755654,3,142,Horror|Mystery|Thriller
173177,Appetites (2015),2015,1,4.5,3.7856869604755654,3,142,Horror|Thriller
207287,ami. exe (2017),2017,1,4.5,3.7856869604755654,3,142,Sci-Fi
200090,Uriyadi (2016),2016,1,4.5,3.7856869604755654,3,142,Action|Thriller
148148,The Killer is on the Phone (1972),1972,1,4.5,3.7856869604755654,3,142,Horror|Thriller
204214,Burn Out (2017),2017,1,4.5,3.7856869604755654,3,142,Action|Thriller
145600,Night Slaves (1970),1970,1,4.5,3.7856869604755654,3,142,Horror|Sci-Fi
187091,Santo vs. Frankenstein's Daughter (1971),1971,1,4.5,3.7856869604755654,3,142,Horror|Sci-Fi
114357,"Best Place to be, The (Beste Gegend) (2008)",2008,1,4.5,3.7856869604755654,3,142,Action|Drama|Thriller
5064,The Count of Monte Cristo (2002),2002,6323,3.783409773841531,3.783297181201921,3,143,Action|Adventure|Drama|Thriller
143385,Bridge of Spies (2015),2015,3782,3.782258064516129,3.78207014906713,3,144,Drama|Thriller
187593,Deadpool 2 (2018),2018,4249,3.781831019063309,3.7816638526872826,3,145,Action|Comedy|Sci-Fi
46322,Jet Li's Fearless (Huo Yuan Jia) (2006),2006,1474,3.7818860244233377,3.78140432130234,3,146,Action|Drama
152065,Embrace of the Serpent (2016),2016,138,3.786231884057971,3.781089021014037,3,147,Adventure|Drama
166528,Rogue One: A Star Wars Story (2016),2016,6850,3.781021897810219,3.7809183146870455,3,148,Action|Adventure|Fantasy|Sci-Fi
89745,"Avengers, The (2012)",2012,17572,3.780246983837924,3.7802066450760226,3,149,Action|Adventure|Sci-Fi|IMAX
195297,Long Day's Journey Into Night (2018),2018,19,3.8157894736842106,3.7785686960475564,3,150,Drama|Mystery
114935,Predestination (2014),2014,3837,3.778472765181131,3.778288528900717,3,151,Action|Mystery|Sci-Fi|Thriller
79553,Ip Man 2 (2010),2010,1209,3.7766749379652604,3.7760920445627697,3,152,Action
110134,Belle and Sebastien (Belle et Sébastien) (2013),2013,21,3.8095238095238093,3.775971541861415,3,153,Adventure
76208,"Cremator, The (Spalovac mrtvol) (1969)",1969,70,3.7857142857142856,3.7756531538162132,3,154,Comedy|Drama|Horror|Thriller
203375,Ford v. Ferrari (2019),2019,41,3.792682926829268,3.7755089028797886,3,155,Action|Drama
106170,"Patriots, The (Patriotes, Les) (1994)",1994,12,3.8333333333333335,3.7747210708423946,3,156,Thriller
170645,The Zookeeper's Wife (2017),2017,165,3.778787878787879,3.7745263489213925,3,157,Drama
164041,The Piano Tuner (2011),2011,23,3.8043478260869565,3.7738072467062973,3,158,Drama|Thriller
27189,After the Rain (Ame agaru) (1999) ,,23,3.8043478260869565,3.7738072467062973,3,158,Action|Drama
74510,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",2009,1626,3.773370233702337,3.7729387670073455,3,159,Action|Crime|Drama|Mystery|Thriller
78903,State of Siege (État de siège) (1972),1972,36,3.7916666666666665,3.772199295160841,3,160,Drama|Thriller
143458,The Great Hypnotist (2014),2014,27,3.7962962962962963,3.7704062114625403,3,161,Drama|Mystery|Thriller
103849,New World (Shin-sae-gye) (2013),2013,197,3.771573604060914,3.768037242025006,3,162,Thriller
144718,The Mafu Cage (1978),1978,3,4.0,3.767843480237783,3,163,Horror|Thriller
180201,Muay Thai Fighter (2007),2007,3,4.0,3.767843480237783,3,163,Action|Thriller
168422,Breakdown (2016),2016,3,4.0,3.767843480237783,3,163,Thriller
186715,Neram (2013),2013,3,4.0,3.767843480237783,3,163,Comedy|Thriller
125071,Last Man Standing (2011),2011,3,4.0,3.767843480237783,3,163,Action|Drama|Thriller
95305,Taxi Hunter (Di shi pan guan) (1993),1993,3,4.0,3.767843480237783,3,163,Action
173153,Heroes Shed No Tears (1986),1986,3,4.0,3.767843480237783,3,163,Action
177533,Cruel (2017),2017,3,4.0,3.767843480237783,3,163,Drama|Thriller
151410,The Lion of Thebes (1964),1964,3,4.0,3.767843480237783,3,163,Action|Adventure|Drama
154584,The Whirl (2012),2012,3,4.0,3.767843480237783,3,163,Action|Drama|Fantasy|Mystery
148909,Tarzan in Manhattan (1989),1989,3,4.0,3.767843480237783,3,163,Action|Adventure
198459,Make Me Up (2018),2018,3,4.0,3.767843480237783,3,163,Sci-Fi
171815,Wrath of the Crows (2013),2013,3,4.0,3.767843480237783,3,163,Horror|Mystery|Thriller
154880,The Halt (2000),2000,3,4.0,3.767843480237783,3,163,Documentary|Mystery
40815,Harry Potter and the Goblet of Fire (2005),2005,18848,3.7678798811544993,3.767842929275874,3,164,Adventure|Fantasy|Thriller|IMAX
129437,Ugly (2013),2013,33,3.787878787878788,3.7668051153220916,3,165,Mystery|Thriller
162082,Train to Busan (2016),2016,1011,3.7670623145400595,3.7663748754159596,3,166,Action|Thriller
63433,Farscape: The Peacekeeper Wars (2004),2004,458,3.7663755458515285,3.764861381091397,3,167,Action|Adventure|Sci-Fi
63676,"Face of Another, The (Tanin no kao) (1966)",1966,124,3.7701612903225805,3.7645709913676093,3,168,Drama|Sci-Fi
183869,Hereditary (2018),2018,1313,3.765041888804265,3.764513983197071,3,169,
66068,Indictment: The McMartin Trial (1995),1995,22,3.7954545454545454,3.7639727791717883,3,170,Drama|Thriller
189203,Upgrade (2018),2018,1049,3.7645376549094376,3.763877498972334,3,171,Action|Comedy|Horror|Sci-Fi|Thriller
176349,Bad Genius (2017),2017,45,3.7777777777777777,3.7624211721945895,3,172,Thriller
195423,Mad Max Renegade (2011),2011,5,3.9,3.7618956534918553,3,173,Action|Adventure|Sci-Fi|Thriller
166441,Playground (2016),2016,5,3.9,3.7618956534918553,3,173,Drama|Thriller
167448,Domain (2016),2016,7,3.857142857142857,3.7589217401188915,3,174,Drama|Sci-Fi|Thriller
2664,Invasion of the Body Snatchers (1956),1956,4599,3.75809958686671,3.7579502986784674,3,175,Horror|Sci-Fi|Thriller
188623,Burning (2018),2018,251,3.756972111553785,3.7542514838132983,3,176,Drama|Mystery
6975,Funny Games (1997),1997,1347,3.753526354862658,3.75302030706302,3,177,Drama|Horror|Thriller
122922,Doctor Strange (2016),2016,6515,3.752340752110514,3.7522362452303484,3,178,Action|Adventure|Sci-Fi
7115,Deep Red (Profondo rosso) (1975),1975,574,3.7517421602787455,3.750558911166871,3,179,Horror|Mystery|Thriller
31770,Night and the City (1950),1950,207,3.753623188405797,3.750343143850727,3,180,Film-Noir|Thriller
85414,Source Code (2011),2011,9504,3.7489478114478114,3.7488765253993637,3,181,Action|Drama|Mystery|Sci-Fi|Thriller
56339,"Orphanage, The (Orfanato, El) (2007)",2007,2275,3.7479120879120877,3.747614839156833,3,182,Drama|Horror|Mystery|Thriller
73017,Sherlock Holmes (2009),2009,14515,3.746882535308302,3.7468359998567755,3,183,Action|Crime|Mystery|Thriller
111778,Tracks (2013),2013,202,3.75,3.746657014388922,3,184,Adventure|Drama
32898,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",1902,723,3.7468879668049793,3.7459549363549045,3,185,Action|Adventure|Fantasy|Sci-Fi
149334,Nocturnal Animals,,1716,3.746212121212121,3.7458190878980497,3,186,Drama|Thriller
189333,Mission: Impossible - Fallout (2018),2018,1550,3.7461290322580645,3.745693987054127,3,187,Action|Adventure|Thriller
94810,Eva (2011),2011,118,3.75,3.7442972598399256,3,188,Drama|Fantasy|Sci-Fi
51540,Zodiac (2007),2007,7936,3.744266633064516,3.7441818538391014,3,189,Crime|Drama|Thriller
2947,Goldfinger (1964),1964,12099,3.7440284321018265,3.7439728408199136,3,190,Action|Adventure|Thriller
144398,Hwayi: A Monster Boy (2013),2013,28,3.767857142857143,3.7438404800327976,3,191,Action|Thriller
80489,"Town, The (2010)",2010,4692,3.7439258312020463,3.743782521611112,3,192,Crime|Drama|Thriller
114494,Who Am I (Kein System Ist Sicher) (2014),2014,368,3.744565217391304,3.7427408507342848,3,193,Thriller
102445,Star Trek Into Darkness (2013),2013,7463,3.7413908615838136,3.7413010951126675,3,194,Action|Adventure|Sci-Fi|IMAX
141702,Drishyam (2015),2015,74,3.75,3.7409516522793487,3,195,Drama|Mystery|Thriller
122886,Star Wars: Episode VII - The Force Awakens (2015),2015,12678,3.739115002366304,3.7390623372443375,3,196,Action|Adventure|Fantasy|Sci-Fi|IMAX
26393,Sorcerer (1977),1977,215,3.7418604651162792,3.7387563607451444,3,197,Action|Thriller
171603,Kill the Dragon (1988),1988,35,3.757142857142857,3.73809372002642,3,198,Drama|Fantasy
26005,Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: Ichijôji no kettô) (1955),1955,115,3.743478260869565,3.737684257939234,3,199,Action|Adventure|Drama
111362,X-Men: Days of Future Past (2014),2014,9056,3.736804328621908,3.736730857228768,3,200,Action|Adventure|Sci-Fi
25995,Samurai I: Musashi Miyamoto (Miyamoto Musashi) (1954),1954,188,3.7393617021276597,3.7358273752431277,3,201,Action|Adventure|Drama
185029,A Quiet Place (2018),2018,2276,3.73506151142355,3.7347700368559296,3,202,Drama|Horror|Thriller
111384,Blue Ruin (2013),2013,850,3.7347058823529413,3.7339264088377804,3,203,Thriller
175775,Baasha (1995),1995,10,3.8,3.733761265541012,3,204,Action
169960,Tess of the D'Urbervilles (2008),2008,10,3.8,3.733761265541012,3,204,Drama
175291,Dust (2005),2005,25,3.76,3.7335143815750436,3,205,Comedy|Drama|Sci-Fi
201646,Midsommar (2019),2019,413,3.734866828087167,3.733264188214858,3,206,Drama|Horror|Mystery
1215,Army of Darkness (1993),1993,12457,3.7330416633218273,3.7329885514465366,3,207,Action|Adventure|Comedy|Fantasy|Horror
5903,Equilibrium (2002),2002,10493,3.730915848661012,3.730852999230127,3,208,Action|Sci-Fi|Thriller
96079,Skyfall (2012),2012,10350,3.7306280193236714,3.7305643294291326,3,209,Action|Adventure|Thriller|IMAX
172127,Dusk (2016),2016,8,3.8125,3.730152657883459,3,210,Drama|Thriller
138210,13 Hours (2016),2016,812,3.730911330049261,3.730100090923679,3,211,Drama
165407,The Monk and the Demon (2016),2016,32,3.75,3.7294355733621556,3,212,Comedy|Mystery|Sci-Fi
57946,Noriko's Dinner Table (Noriko no shokutaku) (2005),2005,43,3.744186046511628,3.728894861839798,3,213,Drama|Horror
115210,Fury (2014),2014,4211,3.728211826169556,3.7280558817476144,3,214,Action|Drama|War
1921,Pi (1998),1998,9913,3.728033894885504,3.7279676592617466,3,215,Drama|Sci-Fi|Thriller
148058,Talvar (2015),2015,41,3.7439024390243905,3.7278898552607407,3,216,Drama|Mystery|Thriller
5570,Thesis (Tesis) (1996),1996,726,3.7279614325068873,3.727058285998557,3,217,Drama|Horror|Thriller
200200,Mirage (2018),2018,37,3.7432432432432434,3.725562471603977,3,218,Drama|Sci-Fi|Thriller
7382,I'm Not Scared (Io non ho paura) (2003),2003,423,3.726950354609929,3.725404183775828,3,219,Drama|Mystery|Thriller
127606,The Questor Tapes (1974),1974,6,3.8333333333333335,3.7244819887073044,3,220,Sci-Fi
72641,"Blind Side, The  (2009)",2009,7402,3.7241286138881384,3.724040439540855,3,221,Drama
122920,Captain America: Civil War (2016),2016,6302,3.7235798159314504,3.723476340460249,3,222,Action|Sci-Fi|Thriller
6721,Once Upon a Time in China (Wong Fei Hung) (1991),1991,904,3.7234513274336285,3.722730799912653,3,223,Action|Adventure|Drama
474,In the Line of Fire (1993),1993,17996,3.7212436096910424,3.7212074998011304,3,224,Action|Thriller
144562,Open City (2008),2008,13,3.769230769230769,3.7193838514965094,3,225,Action|Drama|Thriller
178061,"I, Tonya (2017)",2017,1134,3.7186948853615522,3.718124558520662,3,226,Drama
7802,"Warriors, The (1979)",1979,1515,3.718151815181518,3.7177251806866436,3,227,Action|Adventure|Crime|Thriller
63391,Goyokin (1969),1969,20,3.75,3.7176844724262446,3,228,Action|Drama
4720,"Others, The (2001)",2001,13208,3.7150969109630525,3.7150481772973696,3,229,Drama|Horror|Mystery|Thriller
152077,10 Cloverfield Lane (2016),2016,3660,3.7146174863387977,3.7144417847366706,3,230,Thriller
207405,Doctor Sleep (2019),2019,39,3.730769230769231,3.714284348023778,3,231,Horror
202033,Dracula (2006),2006,4,3.875,3.714274784190226,3,232,Drama|Horror
161121,The King of the Kickboxers (1990),1990,4,3.875,3.714274784190226,3,232,Action
99337,Foreign Intrigue (1956),1956,4,3.875,3.714274784190226,3,232,Thriller
163102,Highway Patrolman (1991),1991,4,3.875,3.714274784190226,3,232,Action|Drama
155756,Hibernation (2005),2005,4,3.875,3.714274784190226,3,232,Drama|Fantasy|Sci-Fi
41997,Munich (2005),2005,6004,3.7134410393071287,3.7133341172224728,3,233,Action|Crime|Drama|Thriller
62803,Lone Wolf and Cub: Baby Cart in Peril (Kozure Ôkami: Oya no kokoro ko no kokoro) (1972),1972,112,3.71875,3.7130210081500103,3,234,Action
201773,Spider-Man: Far from Home (2019),2019,1134,3.7125220458553794,3.711957157639605,3,235,Action|Adventure|Sci-Fi
62049,1984 (1956),1956,482,3.712655601659751,3.711327896316669,3,236,Drama|Sci-Fi
98961,Zero Dark Thirty (2012),2012,3573,3.7108872096277636,3.7107082747400537,3,237,Action|Drama|Thriller
26242,Duel (1971),1971,1159,3.7100949094046594,3.7095442878628893,3,238,Action|Mystery|Thriller
173817,Он вам не Димон (2017),2017,40,3.725,3.7090579005110027,3,239,Documentary|Mystery
82274,Doppelganger (Dopperugengâ) (2003),2003,21,3.738095238095238,3.7077897236795967,3,240,Comedy|Thriller
60684,Watchmen (2009),2009,11981,3.7075786662215173,3.7075255695143507,3,241,Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
175585,Shot Caller (2017),2017,395,3.7088607594936707,3.707250944244826,3,242,Action|Crime|Drama|Thriller
164403,Erased (2016),2016,9,3.7777777777777777,3.707137392095113,3,243,Fantasy|Thriller
195207,Code 8 (2016),2016,9,3.7777777777777777,3.707137392095113,3,243,Action|Sci-Fi
184721,First Reformed (2017),2017,363,3.706611570247934,3.704866411870745,3,244,Drama|Thriller
166494,The Tiger: An Old Hunter's Tale (2015),2015,14,3.75,3.704758261396742,3,245,Action|Adventure|Thriller
7114,"Collector, The (1965)",1965,233,3.7060085836909873,3.7032964697476545,3,246,Drama|Horror|Thriller
57274,[REC] (2007),2007,1991,3.7031642390758415,3.7028470752615217,3,247,Drama|Horror|Thriller
1374,Star Trek II: The Wrath of Khan (1982),1982,15787,3.70209666181035,3.7020567123081425,3,248,Action|Adventure|Sci-Fi|Thriller
187501,Leave No Trace (2018),2018,322,3.703416149068323,3.701459361984369,3,249,Drama
110102,Captain America: The Winter Soldier (2014),2014,8755,3.7012564249000572,3.7011844876565725,3,250,Action|Adventure|Sci-Fi|IMAX
86142,13 Assassins (Jûsan-nin no shikaku) (2010),2010,825,3.701212121212121,3.7004496052311753,3,251,Action
8879,Murder on the Orient Express (1974),1974,1263,3.7003167062549487,3.6998191249374615,3,252,Crime|Mystery|Thriller
5244,Shogun Assassin (1980),1980,328,3.701219512195122,3.6993050879056266,3,253,Action|Adventure
6967,Dead of Night (1945),1945,223,3.701793721973094,3.698979347861389,3,254,Horror|Mystery
171843,Mirror for a Hero (1988),1988,12,3.75,3.697797993919318,3,255,Drama|Fantasy|Sci-Fi
192265,The Witch: Part 1. The Subversion (2018),2018,12,3.75,3.697797993919318,3,255,Action|Mystery
3849,The Spiral Staircase (1945),1945,278,3.699640287769784,3.6973884369926564,3,256,Horror|Mystery|Thriller
6774,Videodrome (1983),1983,2420,3.6975206611570246,3.697262029707126,3,257,Fantasy|Horror|Sci-Fi|Thriller
157699,Snowden (2016),2016,1185,3.6970464135021097,3.696518865026097,3,258,Drama|Thriller
153921,Gabbar Singh (2012),2012,7,3.7857142857142856,3.6964217401188915,3,259,Action|Comedy
2115,Indiana Jones and the Temple of Doom (1984),1984,24306,3.695939274253271,3.695913579377173,3,260,Action|Adventure|Fantasy
3959,"Time Machine, The (1960)",1960,2785,3.6956912028725313,3.6954671119601405,3,261,Action|Adventure|Sci-Fi
85354,Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008),2008,310,3.695161290322581,3.693155543154184,3,262,Action|Crime
115998,The Guardians (2012),2012,15,3.7333333333333334,3.6919608700594457,3,263,Action|Thriller
138036,The Man from U.N.C.L.E. (2015),2015,3353,3.6914703250820162,3.6912854424331996,3,264,Action|Adventure|Comedy
186919,Unearthed (2010),2010,2,4.0,3.690457973650377,3,265,Action|Adventure|Horror|Sci-Fi
193681,The Big Take (2018),2018,2,4.0,3.690457973650377,3,265,Thriller
179375,Blood Money (2017),2017,2,4.0,3.690457973650377,3,265,Horror|Thriller
137044,A Killer Among Friends (1992),1992,2,4.0,3.690457973650377,3,265,Drama|Mystery
194748,The Hazing (2004),2004,2,4.0,3.690457973650377,3,265,Horror
198817,Payday (2018),2018,2,4.0,3.690457973650377,3,265,Action|Drama|Mystery|Thriller
182929,Yaroslav. A Thousand Years Ago (2010),2010,2,4.0,3.690457973650377,3,265,Action|Drama
153160,Die Totale Therapie (1996),1996,2,4.0,3.690457973650377,3,265,Drama|Thriller
184621,In the Cloud (2018),2018,2,4.0,3.690457973650377,3,265,Thriller
176587,The Game Changer (2017),2017,2,4.0,3.690457973650377,3,265,Action
170283,The Time Shifters (1999),1999,2,4.0,3.690457973650377,3,265,Action|Sci-Fi|Thriller
184703,The Body Tree,,2,4.0,3.690457973650377,3,265,Horror|Thriller
205797,Exit Strategy (2018),2018,2,4.0,3.690457973650377,3,265,Sci-Fi|Thriller
138240,Haunts (1977),1977,2,4.0,3.690457973650377,3,265,Horror
192003,Journey to the Center of the Earth (2008),2008,2,4.0,3.690457973650377,3,265,Action|Adventure|Fantasy|Sci-Fi
169866,Race to Mars (2007),2007,2,4.0,3.690457973650377,3,265,Sci-Fi
137016,A Daughter's Nightmare (2014),2014,2,4.0,3.690457973650377,3,265,Drama|Mystery|Thriller
184921,Love of My Life (2013),2013,2,4.0,3.690457973650377,3,265,Horror|Thriller
191669,The Ice Cream Truck (2017),2017,2,4.0,3.690457973650377,3,265,Comedy|Horror|Thriller
205591,The Uninvited (2003),2003,2,4.0,3.690457973650377,3,265,Action|Horror|Thriller
201156,Chaw (2009),2009,2,4.0,3.690457973650377,3,265,Comedy|Horror|Thriller
175065,The Fields (2011),2011,2,4.0,3.690457973650377,3,265,Drama|Horror|Mystery|Thriller
200232,The Bodyguard (2004),2004,2,4.0,3.690457973650377,3,265,Action|Comedy|Thriller
198737,Hirokin: The Last Samurai (2012),2012,2,4.0,3.690457973650377,3,265,Action|Adventure|Drama|Sci-Fi
194726,The Happiest Place on Earth (2015),2015,2,4.0,3.690457973650377,3,265,Drama|Mystery
201140,Kiltro (2006),2006,2,4.0,3.690457973650377,3,265,Action|Adventure
165507,Mars (1998),1998,2,4.0,3.690457973650377,3,265,Action|Sci-Fi
171311,The Loner (2016),2016,2,4.0,3.690457973650377,3,265,Action|Thriller
165875,Anabel (2015),2015,2,4.0,3.690457973650377,3,265,Horror|Thriller
137950,A Perfect Life (2011),2011,2,4.0,3.690457973650377,3,265,Thriller
170857,"Blood, Sand & Gold (2017)",2017,2,4.0,3.690457973650377,3,265,Action
182867,Raam (2005),2005,2,4.0,3.690457973650377,3,265,Action|Drama|Thriller
161682,H8RZ (2015),2015,2,4.0,3.690457973650377,3,265,Action|Drama|Thriller
183365,A Deadly Obsession (2012),2012,2,4.0,3.690457973650377,3,265,Action
90183,"Captain Thunder (Capitán Trueno y el Santo Grial, El) (Prince Killian and the Holy Grail) (2011)",2011,2,4.0,3.690457973650377,3,265,Adventure
148326,Reaper (2014),2014,2,4.0,3.690457973650377,3,265,Crime|Horror|Sci-Fi
190933,2 Jennifer (2016),2016,2,4.0,3.690457973650377,3,265,Action|Horror
202403,Ex-Patriot (2017),2017,2,4.0,3.690457973650377,3,265,Thriller
139347,Fear House (2008),2008,2,4.0,3.690457973650377,3,265,Horror
202111,Skeletons in the Closet (2018),2018,2,4.0,3.690457973650377,3,265,Horror
202119,Taeter City (2012),2012,2,4.0,3.690457973650377,3,265,Action|Horror|Sci-Fi|Thriller
177271,The Chamber (2016),2016,2,4.0,3.690457973650377,3,265,Thriller
188151,The Company of Heroes (2004),2004,2,4.0,3.690457973650377,3,265,Action|Drama
186611,Kung Fu Traveler (2017),2017,2,4.0,3.690457973650377,3,265,Action|Sci-Fi
161153,Pali Road (2016),2016,2,4.0,3.690457973650377,3,265,Drama|Fantasy|Mystery|Romance|Thriller
204732,Selling Isobel (2018),2018,2,4.0,3.690457973650377,3,265,Drama|Thriller
183825,American Romance (2016),2016,2,4.0,3.690457973650377,3,265,Thriller
174363,UFO Abduction (1989),1989,2,4.0,3.690457973650377,3,265,Horror|Sci-Fi|Thriller
5445,Minority Report (2002),2002,30195,3.6899983440967046,3.6899778571307773,3,266,Action|Crime|Mystery|Sci-Fi|Thriller
115996,Stereo (2014),2014,10,3.75,3.6883067200864663,3,267,Thriller
96518,Prime Suspect 6: The Last Witness (2003),2003,18,3.7222222222222223,3.687967048471112,3,268,Drama|Thriller
192749,Along With the Gods: The Last 49 Days (2018),2018,18,3.7222222222222223,3.687967048471112,3,268,Action|Adventure|Drama|Fantasy
51545,Pusher III: I'm the Angel of Death (2005),2005,156,3.6891025641025643,3.6851679867576506,3,269,Action|Comedy|Drama|Horror|Thriller
107081,Zatoichi on the Road (Zatôichi kenka-tabi) (Zatôichi 5) (1963),1963,32,3.703125,3.68398102790761,3,270,Action|Drama
57772,World on a Wire (Welt am Draht) (1973),1973,117,3.6880341880341883,3.6828082535673827,3,271,Crime|Sci-Fi
172667,First They Killed My Father (2017),2017,46,3.6956521739130435,3.682369657892577,3,272,Drama
199974,Hotel Mumbai (2019),2019,82,3.6890243902439024,3.6815828183247126,3,273,Drama|Thriller
2949,Dr. No (1962),1962,7440,3.681317204301075,3.6812352336945233,3,274,Action|Adventure|Thriller
194953,Who's Watching Oliver (2018),2018,5,3.8,3.678562320158522,3,275,Drama|Horror
103446,Epitaph (2007),2007,5,3.8,3.678562320158522,3,275,Horror
199009,Arahan (2004),2004,5,3.8,3.678562320158522,3,275,Action|Comedy|Fantasy|Thriller
168944,Queen of Spades (2016),2016,5,3.8,3.678562320158522,3,275,Thriller
138328,The Last Man on Earth (2011),2011,5,3.8,3.678562320158522,3,275,Drama|Sci-Fi
153364,Natsamrat (2016),2016,5,3.8,3.678562320158522,3,275,Drama
136233,Android Cop (2014),2014,5,3.8,3.678562320158522,3,275,Action|Sci-Fi
184787,Avariya - Cop's Daughter (1989),1989,5,3.8,3.678562320158522,3,275,Action|Drama
101498,In the House (2012),2012,218,3.6811926605504586,3.6784081000956674,3,276,Comedy|Drama|Mystery|Thriller
97938,Life of Pi (2012),2012,8002,3.6783304173956513,3.678254576274016,3,277,Adventure|Drama|IMAX
96655,Robot & Frank (2012),2012,998,3.6783567134268536,3.677749123043995,3,278,Comedy|Drama|Sci-Fi
52281,Grindhouse (2007),2007,5324,3.6770285499624342,3.6769148120039343,3,279,Action|Crime|Horror|Sci-Fi|Thriller
32825,Sexmission (Seksmisja) (1984),1984,234,3.6794871794871793,3.676899463493409,3,280,Adventure|Comedy|Sci-Fi
8404,"Hound of the Baskervilles, The (1939)",1939,360,3.6777777777777776,3.6760979887006955,3,281,Crime|Mystery|Thriller
98922,Rebellion (L'ordre et la morale) (2011),2011,25,3.7,3.6758220738827356,3,282,Action|Drama
145150,The Dressmaker (2015),2015,250,3.678,3.675583163031678,3,283,Comedy|Drama|Thriller
73885,Troubled Water (DeUsynlige) (2008),2008,48,3.6875,3.6749259983867577,3,284,Drama|Thriller
178469,Morgiana (1972),1972,8,3.75,3.6745971023279034,3,285,Drama|Horror
159656,I Am Slave (2010),2010,8,3.75,3.6745971023279034,3,285,Drama|Thriller
188769,Polish Legends: Twardowsky (2015),2015,8,3.75,3.6745971023279034,3,285,Sci-Fi
183125,Vikram Vedha (2017),2017,11,3.727272727272727,3.672614493412594,3,286,Action|Romance|Thriller
156718,Interrogation (2016),2016,11,3.727272727272727,3.672614493412594,3,286,Drama|Thriller
115699,Turning Tide (En solitaire) (2013),2013,11,3.727272727272727,3.672614493412594,3,286,Adventure|Drama
78574,Winter's Bone (2010),2010,2198,3.672884440400364,3.672610902192338,3,287,Drama|Thriller
67508,"Baader Meinhof Komplex, Der (2008)",2008,473,3.6723044397463003,3.671036653841669,3,288,Action|Crime|Drama|Thriller
164175,A Monster Calls (2016),2016,479,3.67223382045929,3.6709820290019817,3,289,Drama|Fantasy
3703,"Road Warrior, The (Mad Max 2) (1981)",1981,9732,3.6698520345252774,3.669790544942048,3,290,Action|Adventure|Sci-Fi|Thriller
159061,The Wailing (2016),2016,360,3.6708333333333334,3.669172780944463,3,291,Mystery|Thriller
56022,Harrison Bergeron (1995),1995,35,3.6857142857142855,3.6686492755819753,3,292,Drama|Sci-Fi
733,"Rock, The (1996)",1996,31979,3.6686106507395477,3.668591975419667,3,293,Action|Adventure|Thriller
1127,"Abyss, The (1989)",1989,17568,3.6682604735883424,3.668226499739368,3,294,Action|Adventure|Sci-Fi|Thriller
154941,And Then There Were None (2015),2015,121,3.669421487603306,3.664519458368452,3,295,Drama|Mystery
98809,"Hobbit: An Unexpected Journey, The (2012)",2012,10908,3.6632288228822882,3.663174569064163,3,296,Adventure|Fantasy|IMAX
26606,"Chinese Ghost Story, A (Sinnui yauwan) (1987)",1987,283,3.664310954063604,3.662223147608983,3,297,Action|Fantasy|Horror|Romance
4930,Funeral in Berlin (1966),1966,160,3.665625,3.661933999509013,3,298,Action|Drama|Thriller
103688,"Conjuring, The (2013)",2013,2833,3.6614895870102364,3.661281359887421,3,299,Horror|Thriller
140267,The Witch (2015),2015,1764,3.6609977324263037,3.660663667943882,3,300,Horror
201340,The Lighthouse (2019),2019,68,3.6691176470588234,3.660454694506538,3,301,Drama|Fantasy|Horror
172529,God of Gamblers (1989),1989,12,3.7083333333333335,3.659336455457779,3,302,Action|Comedy|Drama
115685,National Theatre Live: Frankenstein (2011),2011,28,3.6785714285714284,3.6576335834810734,3,303,Drama|Sci-Fi
180497,The Post (2017),2017,966,3.6578674948240164,3.657260986474613,3,304,Drama|Thriller
187479,Steel Rain (2017),2017,9,3.7222222222222223,3.6571373920951133,3,305,Action|Drama
123288,Taken (2002),2002,95,3.663157894736842,3.656993478343241,3,306,Sci-Fi
3527,Predator (1987),1987,16762,3.656842858847393,3.6568079325849165,3,307,Action|Sci-Fi|Thriller
144302,Commitment (2013),2013,22,3.6818181818181817,3.655277126997875,3,308,Action|Drama|Thriller
36326,Strings (2004),2004,22,3.6818181818181817,3.655277126997875,3,308,Adventure|Fantasy
349,Clear and Present Danger (1994),1994,27766,3.6551898004754015,3.655168774945833,3,309,Action|Crime|Drama|Thriller
96610,Looper (2012),2012,10012,3.655163803435877,3.655105500241781,3,310,Action|Crime|Sci-Fi
7001,Invasion of the Body Snatchers (1978),1978,1825,3.6550684931506847,3.6547488356631717,3,311,Horror|Mystery|Sci-Fi|Thriller
